seed,noise_level,true_degree,true_coefficients,selected_degree,selected_coefficients,c1,c2,source_file,true_coeff_0,true_coeff_1,true_coeff_2,true_coeff_3,true_coeff_4,true_coeff_5,true_coeff_6
4152,high,2,"[-3.512030864065851, 9.449593162196855, -3.7817814751228553]",4,"[-4.469576726230702, 19.322336156599487, -68.93922150067566, 146.63681892353918, -100.46588051442173]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,-3.512030864065851,9.449593162196855,-3.7817814751228553,,,,
4153,high,2,"[-10.8220546623462, 20.277944267634982, -27.12931296413692]",2,"[-10.504631360159893, 17.829620333226355, -25.460813608865404]",0.4285714285714285,0.5714285714285714,polynomial_params_deg2_noise_level_high.csv,-10.8220546623462,20.277944267634982,-27.12931296413692,,,,
4154,high,2,"[-3.9689360513854623, 3.2366195079165254, 3.317984182335145]",3,"[-4.877920598723488, 12.556539103589582, -21.91619685373057, 18.711558638905714]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,-3.9689360513854623,3.2366195079165254,3.317984182335145,,,,
4155,high,2,"[-2.575387894202652, 2.6563923103073512, 3.1218738588003587]",1,"[-3.5115745380626078, 6.08037867068088]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,-2.575387894202652,2.6563923103073512,3.1218738588003587,,,,
4156,high,2,"[28.85558850252772, 20.3080083755104, -18.903409942140968]",2,"[29.37943394860671, 17.649075511678124, -17.179171630177766]",0.4285714285714285,0.5714285714285714,polynomial_params_deg2_noise_level_high.csv,28.85558850252772,20.3080083755104,-18.903409942140968,,,,
4157,high,2,"[-1.4948355359762158, -3.5764751367177032, -3.1322998846188668]",1,"[-0.9090828944427137, -6.286219063823096]",1.0,0.0,polynomial_params_deg2_noise_level_high.csv,-1.4948355359762158,-3.5764751367177032,-3.1322998846188668,,,,
4158,high,2,"[16.396820693985937, -23.183827193522525, 25.142549947337145]",2,"[16.386377956998633, -21.957062619726827, 24.19346605064478]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,16.396820693985937,-23.183827193522525,25.142549947337145,,,,
4159,high,2,"[7.3043962723546, 6.574991748079597, -11.846687127549158]",2,"[7.275232332422116, 6.5832230407245325, -12.37447068172231]",0.5714285714285714,0.4285714285714285,polynomial_params_deg2_noise_level_high.csv,7.3043962723546,6.574991748079597,-11.846687127549158,,,,
4160,high,2,"[8.845586644763978, -15.631488701468662, 10.958818118046892]",2,"[9.468323483407406, -18.966223797714985, 14.689322152405762]",0.8,0.2,polynomial_params_deg2_noise_level_high.csv,8.845586644763978,-15.631488701468662,10.958818118046892,,,,
4161,high,2,"[13.665816511440724, -13.978301181601774, 16.45561527118276]",2,"[13.042370692720896, -11.989964838820558, 14.821675798675892]",0.5714285714285714,0.4285714285714285,polynomial_params_deg2_noise_level_high.csv,13.665816511440724,-13.978301181601774,16.45561527118276,,,,
4162,high,2,"[6.159326590438523, 4.392273148357823, 7.7770904602154625]",1,"[4.375833021024332, 13.216030618264078]",0.4285714285714285,0.5714285714285714,polynomial_params_deg2_noise_level_high.csv,6.159326590438523,4.392273148357823,7.7770904602154625,,,,
4163,high,2,"[2.1496512861373303, -3.818773836141241, -2.9559497232999523]",1,"[1.9263977617335426, -5.915430626284431]",0.5,0.5,polynomial_params_deg2_noise_level_high.csv,2.1496512861373303,-3.818773836141241,-2.9559497232999523,,,,
4164,high,2,"[2.7376409476595462, -3.2911022443958164, -2.262624452648492]",1,"[2.9038001953529773, -5.0083208603524305]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,2.7376409476595462,-3.2911022443958164,-2.262624452648492,,,,
4165,high,2,"[3.1302012990562904, 2.120308249019352, 3.118697053518541]",1,"[2.7068576979956527, 5.161506965089032]",0.8,0.2,polynomial_params_deg2_noise_level_high.csv,3.1302012990562904,2.120308249019352,3.118697053518541,,,,
4166,high,2,"[-52.09259071979376, 17.190460655857713, -10.56668425171472]",2,"[-51.470041902169456, 14.769617922950342, -9.003523147020738]",0.5,0.5,polynomial_params_deg2_noise_level_high.csv,-52.09259071979376,17.190460655857713,-10.56668425171472,,,,
4167,high,2,"[-12.181476636735528, -11.522058275047163, 18.532106337839107]",2,"[-12.086221305115265, -11.233848002417584, 17.522123076505363]",0.5,0.5,polynomial_params_deg2_noise_level_high.csv,-12.181476636735528,-11.522058275047163,18.532106337839107,,,,
4168,high,2,"[-21.46007724359111, 20.5057089170918, -19.594951374582323]",2,"[-21.178993790471925, 22.226355845737864, -22.040915018127283]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,-21.46007724359111,20.5057089170918,-19.594951374582323,,,,
4169,high,2,"[-2.190190703905244, 4.031700910169268, 1.4999176230807505]",1,"[-2.9160552010749567, 6.243251687500592]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,-2.190190703905244,4.031700910169268,1.4999176230807505,,,,
4170,high,2,"[10.887739188889766, 9.122191514350684, -14.790424216145608]",2,"[11.961396427399306, 3.863577290295875, -10.925448721197984]",0.3333333333333333,0.6666666666666666,polynomial_params_deg2_noise_level_high.csv,10.887739188889766,9.122191514350684,-14.790424216145608,,,,
4171,high,2,"[21.70315656091597, -17.39618694123897, 21.061710893069524]",2,"[21.390750158034546, -16.40231403962326, 20.745772180710567]",0.3333333333333333,0.6666666666666666,polynomial_params_deg2_noise_level_high.csv,21.70315656091597,-17.39618694123897,21.061710893069524,,,,
4172,high,2,"[3.504595589930381, 3.255370457880816, 3.664521824719463]",2,"[3.296482475935768, 2.942379740854506, 4.707008348193084]",0.2,0.8,polynomial_params_deg2_noise_level_high.csv,3.504595589930381,3.255370457880816,3.664521824719463,,,,
4173,high,2,"[10.388084325168736, 12.19041408208728, -4.964563869244911]",2,"[10.004651186283366, 13.310839884550392, -6.17045605309472]",0.5,0.5,polynomial_params_deg2_noise_level_high.csv,10.388084325168736,12.19041408208728,-4.964563869244911,,,,
4174,high,2,"[-5.428723087577613, 13.659056709587157, -6.837822211311559]",2,"[-6.043643890478263, 16.50152306092324, -9.03199185529506]",0.8,0.2,polynomial_params_deg2_noise_level_high.csv,-5.428723087577613,13.659056709587157,-6.837822211311559,,,,
4175,high,2,"[-10.055378408562554, 10.33704722617622, -14.48875205509623]",2,"[-10.791483941163994, 12.58792335641287, -16.176364729923982]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,-10.055378408562554,10.33704722617622,-14.48875205509623,,,,
4176,high,2,"[1.1845742376845485, -4.144973431673995, -1.810307852002656]",1,"[1.2316676755570786, -5.464180927166612]",0.3333333333333333,0.6666666666666666,polynomial_params_deg2_noise_level_high.csv,1.1845742376845485,-4.144973431673995,-1.810307852002656,,,,
4177,high,2,"[2.4952271882671564, -4.137733708148348, -2.5932679027472694]",2,"[2.5987666006180477, -3.8223322158454396, -3.6243203174536323]",0.5714285714285714,0.4285714285714285,polynomial_params_deg2_noise_level_high.csv,2.4952271882671564,-4.137733708148348,-2.5932679027472694,,,,
4178,high,2,"[3.243820227617207, -3.329728716909972, -3.902135017312236]",3,"[3.9060907701972494, -11.160944635498499, 17.469872204982185, -16.199337736474327]",0.4285714285714285,0.5714285714285714,polynomial_params_deg2_noise_level_high.csv,3.243820227617207,-3.329728716909972,-3.902135017312236,,,,
4179,high,2,"[-5.065502946144131, -3.343143178467445, -3.968141902467517]",2,"[-5.162029181966783, -2.7910617873467536, -4.554902732588137]",0.8,0.2,polynomial_params_deg2_noise_level_high.csv,-5.065502946144131,-3.343143178467445,-3.968141902467517,,,,
4180,high,2,"[-34.30695438668835, 26.88939044610533, -21.66726816375917]",4,"[-36.59498327968227, 60.29395588960159, -152.21376920810093, 180.5432519854362, -81.01708755712046]",0.2,0.8,polynomial_params_deg2_noise_level_high.csv,-34.30695438668835,26.88939044610533,-21.66726816375917,,,,
4181,high,2,"[19.13698649449332, -29.97366401998004, 24.326060987153017]",2,"[19.472055180613317, -30.214406274578916, 24.077861397228965]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,19.13698649449332,-29.97366401998004,24.326060987153017,,,,
4182,high,2,"[3.063276561811046, -2.934725119428626, -2.438216280473]",1,"[3.742017015052598, -5.526628293397897]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,3.063276561811046,-2.934725119428626,-2.438216280473,,,,
4183,high,2,"[7.6597775588175985, 11.44776824653064, 6.950552257820248]",2,"[9.495814503304844, 4.682828250157908, 12.003004036854414]",0.5714285714285714,0.4285714285714285,polynomial_params_deg2_noise_level_high.csv,7.6597775588175985,11.44776824653064,6.950552257820248,,,,
4184,high,2,"[4.041124384082703, -1.8472299714316325, -3.97014547306096]",2,"[3.86471962946438, -1.8689977029089442, -3.636504589412344]",0.5,0.5,polynomial_params_deg2_noise_level_high.csv,4.041124384082703,-1.8472299714316325,-3.97014547306096,,,,
4185,high,2,"[22.06605772924097, 25.64372617490724, -25.758373696446395]",2,"[22.293373971534848, 25.956364188997544, -26.924976007346338]",0.2,0.8,polynomial_params_deg2_noise_level_high.csv,22.06605772924097,25.64372617490724,-25.758373696446395,,,,
4186,high,2,"[-2.1355603725129115, -7.560423720248363, -2.7344144863940345]",2,"[-2.917146816995723, -3.6998292068875913, -6.3464436792957075]",0.4285714285714285,0.5714285714285714,polynomial_params_deg2_noise_level_high.csv,-2.1355603725129115,-7.560423720248363,-2.7344144863940345,,,,
4187,high,2,"[4.899515336829639, 5.525349295428748, 6.505951113511342]",4,"[-8.251655038860038, 148.76650713789647, -458.4952974863922, 585.494317441696, -252.77332383754387]",0.3333333333333333,0.6666666666666666,polynomial_params_deg2_noise_level_high.csv,4.899515336829639,5.525349295428748,6.505951113511342,,,,
4188,high,2,"[-4.305715426583528, -3.549038875547972, -4.577399884905145]",1,"[-3.5728682744121394, -7.7501382322192]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,-4.305715426583528,-3.549038875547972,-4.577399884905145,,,,
4189,high,2,"[-20.803466982071296, 8.279538830964869, -13.122807315154835]",2,"[-21.564117527845486, 8.938321005372611, -13.308259675030456]",0.3333333333333333,0.6666666666666666,polynomial_params_deg2_noise_level_high.csv,-20.803466982071296,8.279538830964869,-13.122807315154835,,,,
4190,high,2,"[16.749682632515505, -17.44221538631316, 18.815388977970983]",2,"[17.024634226314586, -19.715473874020716, 21.1931220655194]",0.2,0.8,polynomial_params_deg2_noise_level_high.csv,16.749682632515505,-17.44221538631316,18.815388977970983,,,,
4191,high,2,"[-5.968771715131955, -2.8270128122409868, -2.501523730198721]",1,"[-6.02390010761225, -4.51130338043202]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,-5.968771715131955,-2.8270128122409868,-2.501523730198721,,,,
4192,high,2,"[11.512574738773925, -10.863159136039087, 15.263462078589251]",2,"[11.153484737555965, -9.3582622457761, 14.250616936958865]",1.0,0.0,polynomial_params_deg2_noise_level_high.csv,11.512574738773925,-10.863159136039087,15.263462078589251,,,,
4193,high,2,"[-1.7359012576512105, -4.324782804602865, -3.3664461918207658]",2,"[-2.1507598836490978, -2.074358068589963, -6.351719405426639]",0.6666666666666666,0.3333333333333333,polynomial_params_deg2_noise_level_high.csv,-1.7359012576512105,-4.324782804602865,-3.3664461918207658,,,,
4194,high,2,"[7.795830553050917, 8.131376587549644, -16.60712057560692]",2,"[6.3228928174712715, 15.057007190945217, -21.81810058650878]",0.6666666666666666,0.3333333333333333,polynomial_params_deg2_noise_level_high.csv,7.795830553050917,8.131376587549644,-16.60712057560692,,,,
4195,high,2,"[3.498484740340381, 4.208215392537643, 1.782608251464716]",1,"[3.731128277062368, 4.974137140488528]",0.6666666666666666,0.3333333333333333,polynomial_params_deg2_noise_level_high.csv,3.498484740340381,4.208215392537643,1.782608251464716,,,,
4196,high,2,"[3.151864614734708, 4.250425312481234, 3.8142471964766935]",1,"[1.455244321367192, 9.594374129899675]",0.3333333333333333,0.6666666666666666,polynomial_params_deg2_noise_level_high.csv,3.151864614734708,4.250425312481234,3.8142471964766935,,,,
4197,high,2,"[-13.261059485216958, 23.082966183650363, -33.015276972984395]",2,"[-13.169476426110043, 19.63169169343025, -29.170575366349123]",0.6666666666666666,0.3333333333333333,polynomial_params_deg2_noise_level_high.csv,-13.261059485216958,23.082966183650363,-33.015276972984395,,,,
4198,high,2,"[3.811200217206157, 5.609230391563521, -10.533760264641144]",3,"[5.376856237810926, -8.621075818558753, 25.14129770236298, -24.614097663769346]",0.8,0.2,polynomial_params_deg2_noise_level_high.csv,3.811200217206157,5.609230391563521,-10.533760264641144,,,,
4199,high,2,"[-2.7790226964962663, 4.934060774691585, 1.856367927041394]",1,"[-3.670940808961441, 7.812604660517081]",0.4285714285714285,0.5714285714285714,polynomial_params_deg2_noise_level_high.csv,-2.7790226964962663,4.934060774691585,1.856367927041394,,,,
4200,high,2,"[4.467806668218234, -3.965505481176153, -5.535862997879085]",2,"[4.160278999729114, -4.029337871458921, -5.762064372104552]",0.0,1.0,polynomial_params_deg2_noise_level_high.csv,4.467806668218234,-3.965505481176153,-5.535862997879085,,,,
601,low,3,"[6.032237669569796, 6.239399385848953, 5.78049478550315, 6.328549946497844]",2,"[6.627979296033893, -0.5046671657484251, 18.551937808193937]",0.4285714285714285,0.5714285714285714,polynomial_params_deg3_noise_level_low.csv,6.032237669569796,6.239399385848953,5.78049478550315,6.328549946497844,,,
602,low,3,"[-7.678717291290236, -12.609599041184676, -4.725387793745909, 3.21164949043281]",1,"[-7.829582233162258, -14.377838377357486]",0.4285714285714285,0.5714285714285714,polynomial_params_deg3_noise_level_low.csv,-7.678717291290236,-12.609599041184676,-4.725387793745909,3.21164949043281,,,
603,low,3,"[-9.559376313773118, -6.054927664413287, -8.777407524580616, 4.8956610937473455]",1,"[-9.064735277898702, -10.256161994897832]",0.5,0.5,polynomial_params_deg3_noise_level_low.csv,-9.559376313773118,-6.054927664413287,-8.777407524580616,4.8956610937473455,,,
604,low,3,"[8.066587828923312, 15.795198152297196, 7.133807052198995, -7.283779826110689]",1,"[7.833311399841724, 17.20455578944292]",0.8,0.2,polynomial_params_deg3_noise_level_low.csv,8.066587828923312,15.795198152297196,7.133807052198995,-7.283779826110689,,,
605,low,3,"[6.021914432021884, 6.088823855424833, -7.683401945180822, -9.99638942173202]",2,"[4.685893704383728, 16.628647978108166, -27.108677412665457]",1.0,0.0,polynomial_params_deg3_noise_level_low.csv,6.021914432021884,6.088823855424833,-7.683401945180822,-9.99638942173202,,,
606,low,3,"[-5.502776757761647, 3.005536557177709, 4.958212738935438, 4.307665571241673]",2,"[-5.163134319415805, 1.4552117360781485, 10.604183358382928]",0.3333333333333333,0.6666666666666666,polynomial_params_deg3_noise_level_low.csv,-5.502776757761647,3.005536557177709,4.958212738935438,4.307665571241673,,,
607,low,3,"[-6.202550131111225, -8.532469523830551, 14.557672456881043, -19.685573008920617]",3,"[-6.7652128599824515, -4.815633207428487, 6.259817490351292, -15.277670194718066]",0.3333333333333333,0.6666666666666666,polynomial_params_deg3_noise_level_low.csv,-6.202550131111225,-8.532469523830551,14.557672456881043,-19.685573008920617,,,
608,low,3,"[-14.797624332198687, -29.416910531438933, 12.7640959602016, 21.969636331944468]",3,"[-15.88807087732223, -24.115653461221772, 7.5105359669594085, 22.11293132905006]",0.6666666666666666,0.3333333333333333,polynomial_params_deg3_noise_level_low.csv,-14.797624332198687,-29.416910531438933,12.7640959602016,21.969636331944468,,,
609,low,3,"[-4.801064841580545, -4.346108213233548, 8.74826354686907, 8.046107435272422]",2,"[-4.396856409004614, -10.73418480474057, 22.996582349712746]",0.0,1.0,polynomial_params_deg3_noise_level_low.csv,-4.801064841580545,-4.346108213233548,8.74826354686907,8.046107435272422,,,
610,low,3,"[-3.302686688976895, 4.329709690460715, -9.440418598691814, -5.191598655717581]",2,"[-5.064341179004685, 13.82649196984942, -23.234629789407972]",0.0,1.0,polynomial_params_deg3_noise_level_low.csv,-3.302686688976895,4.329709690460715,-9.440418598691814,-5.191598655717581,,,
611,low,3,"[8.615118008260266, -13.707385216122573, 13.93832034831843, -20.971221332131652]",3,"[9.497050349062922, -25.910982084377654, 46.66167047138017, -44.59908220212796]",0.4285714285714285,0.5714285714285714,polynomial_params_deg3_noise_level_low.csv,8.615118008260266,-13.707385216122573,13.93832034831843,-20.971221332131652,,,
612,low,3,"[-5.80308182224133, -7.07583187589183, 8.54842317584751, 10.496032441699636]",2,"[-5.318615996460998, -11.854021410459074, 21.838766635582456]",0.6666666666666666,0.3333333333333333,polynomial_params_deg3_noise_level_low.csv,-5.80308182224133,-7.07583187589183,8.54842317584751,10.496032441699636,,,
613,low,3,"[-12.554486606521571, 15.22437750144899, -13.061974480902409, -12.636880099314888]",2,"[-12.560611986474058, 19.32537207142669, -28.984990488565508]",0.5,0.5,polynomial_params_deg3_noise_level_low.csv,-12.554486606521571,15.22437750144899,-13.061974480902409,-12.636880099314888,,,
614,low,3,"[-31.975852178354497, 43.43878250774961, -16.198558479694242, -21.724343561067265]",2,"[-32.55837133174589, 54.40092622217096, -47.268998213016054]",0.8,0.2,polynomial_params_deg3_noise_level_low.csv,-31.975852178354497,43.43878250774961,-16.198558479694242,-21.724343561067265,,,
615,low,3,"[9.85976407052507, -7.995322629490035, -5.619095113059467, -3.076903066099129]",2,"[9.374914788463927, -5.074984957430752, -11.982489252862496]",0.0,1.0,polynomial_params_deg3_noise_level_low.csv,9.85976407052507,-7.995322629490035,-5.619095113059467,-3.076903066099129,,,
616,low,3,"[-13.422723730578277, 9.551824209174772, 10.44180383562168, -8.296411597615688]",1,"[-13.443569933449412, 12.203296544037627]",0.8,0.2,polynomial_params_deg3_noise_level_low.csv,-13.422723730578277,9.551824209174772,10.44180383562168,-8.296411597615688,,,
617,low,3,"[5.135142320521058, -13.764912129565335, 4.07184539485788, -8.918214869968033]",2,"[4.9698021766077245, -9.252970486280127, -7.818432955416479]",0.6666666666666666,0.3333333333333333,polynomial_params_deg3_noise_level_low.csv,5.135142320521058,-13.764912129565335,4.07184539485788,-8.918214869968033,,,
618,low,3,"[9.034047191810602, 14.833638874143416, -10.656269305941647, 8.444903571358589]",1,"[9.94010373289105, 10.840546557431152]",0.2,0.8,polynomial_params_deg3_noise_level_low.csv,9.034047191810602,14.833638874143416,-10.656269305941647,8.444903571358589,,,
619,low,3,"[-15.542364319537064, -14.219360291548048, 15.313515336231452, 7.918291182712109]",2,"[-14.794511645495684, -20.575443802555466, 28.591570294822475]",0.5,0.5,polynomial_params_deg3_noise_level_low.csv,-15.542364319537064,-14.219360291548048,15.313515336231452,7.918291182712109,,,
620,low,3,"[-7.040685887350492, -19.86184473027723, 12.617187085780111, -7.475605106073624]",1,"[-7.833855327668702, -13.551064373237647]",0.0,1.0,polynomial_params_deg3_noise_level_low.csv,-7.040685887350492,-19.86184473027723,12.617187085780111,-7.475605106073624,,,
621,low,3,"[-5.256018222700504, -6.417631959673209, -5.247990201378222, -4.174110859998966]",2,"[-5.90629672532668, -0.8787268678955806, -15.283657704416981]",0.4285714285714285,0.5714285714285714,polynomial_params_deg3_noise_level_low.csv,-5.256018222700504,-6.417631959673209,-5.247990201378222,-4.174110859998966,,,
622,low,3,"[-13.297716616860097, -15.910416184545262, 16.98446912725523, 17.07927108716326]",3,"[-15.404795915435336, 3.61338373041304, -29.604863666363684, 48.32571296514686]",0.3333333333333333,0.6666666666666666,polynomial_params_deg3_noise_level_low.csv,-13.297716616860097,-15.910416184545262,16.98446912725523,17.07927108716326,,,
623,low,3,"[-12.590531991038011, 31.706407572559048, -14.932526264871049, -22.100668623839216]",3,"[-12.256767419440024, 27.11001587567559, -1.029314851109881, -31.97152114917694]",0.5,0.5,polynomial_params_deg3_noise_level_low.csv,-12.590531991038011,31.706407572559048,-14.932526264871049,-22.100668623839216,,,
624,low,3,"[11.420061230928829, 12.966047400091, 11.420916963918213, -10.226071544429216]",1,"[11.052773122503352, 16.0931269753095]",0.5,0.5,polynomial_params_deg3_noise_level_low.csv,11.420061230928829,12.966047400091,11.420916963918213,-10.226071544429216,,,
625,low,3,"[9.344965305663989, -15.992380844018552, 8.388580329625281, -10.740558706488532]",2,"[8.578062035264521, -10.962747267086014, -5.680089147440213]",0.5714285714285714,0.4285714285714285,polynomial_params_deg3_noise_level_low.csv,9.344965305663989,-15.992380844018552,8.388580329625281,-10.740558706488532,,,
626,low,3,"[23.003990446975006, -29.53120445700584, 22.53311450962888, 19.922721025280172]",2,"[23.719391281527717, -39.475799433274354, 49.69938847766982]",0.6666666666666666,0.3333333333333333,polynomial_params_deg3_noise_level_low.csv,23.003990446975006,-29.53120445700584,22.53311450962888,19.922721025280172,,,
627,low,3,"[5.184646693764498, -9.52939403522888, 10.86939265441085, -14.732502297953818]",2,"[4.041197893474548, -0.959004499748358, -10.66411906821226]",0.2,0.8,polynomial_params_deg3_noise_level_low.csv,5.184646693764498,-9.52939403522888,10.86939265441085,-14.732502297953818,,,
628,low,3,"[25.15347620552392, 12.014193457738532, 16.14332053390358, -13.888232663283157]",1,"[25.162737253782456, 15.600903031465595]",0.5,0.5,polynomial_params_deg3_noise_level_low.csv,25.15347620552392,12.014193457738532,16.14332053390358,-13.888232663283157,,,
629,low,3,"[10.583970150527696, 13.816949703065308, -8.744198341735126, 9.95337985585075]",2,"[11.181670796354178, 7.072979604451707, 6.914192202108713]",0.2,0.8,polynomial_params_deg3_noise_level_low.csv,10.583970150527696,13.816949703065308,-8.744198341735126,9.95337985585075,,,
630,low,3,"[3.6302037015548256, 4.460198816865166, 4.657621605011126, 3.97772089925793]",2,"[3.718673723774578, 1.8968461202037423, 11.310806159333506]",1.0,0.0,polynomial_params_deg3_noise_level_low.csv,3.6302037015548256,4.460198816865166,4.657621605011126,3.97772089925793,,,
631,low,3,"[6.107175230944334, -7.249543150364926, -5.108079176332451, -2.387687818296593]",3,"[7.307518907077561, -19.738454997853662, 23.351095154515896, -20.661905346175963]",0.2,0.8,polynomial_params_deg3_noise_level_low.csv,6.107175230944334,-7.249543150364926,-5.108079176332451,-2.387687818296593,,,
632,low,3,"[4.303854165166021, 3.74639956203889, 6.8586148027560485, 8.767195350644972]",3,"[2.911377692868326, 19.826224639796415, -32.20811769491251, 35.24347626519066]",0.2,0.8,polynomial_params_deg3_noise_level_low.csv,4.303854165166021,3.74639956203889,6.8586148027560485,8.767195350644972,,,
633,low,3,"[-13.443751742288626, 22.581422198406724, 9.157040539289127, -13.459939779233478]",1,"[-12.956597838607149, 20.3783986320025]",0.8,0.2,polynomial_params_deg3_noise_level_low.csv,-13.443751742288626,22.581422198406724,9.157040539289127,-13.459939779233478,,,
634,low,3,"[-19.40797323672655, -5.03874832453651, 13.08463077742449, 7.608880765256671]",2,"[-18.265958613593494, -15.064041504854389, 29.522977451740232]",0.4285714285714285,0.5714285714285714,polynomial_params_deg3_noise_level_low.csv,-19.40797323672655,-5.03874832453651,13.08463077742449,7.608880765256671,,,
635,low,3,"[29.858873172082305, -18.025011351303924, 22.58002005073836, -19.26547190257189]",2,"[29.856051137505297, -8.493644006897238, -5.2312803192685315]",0.6666666666666666,0.3333333333333333,polynomial_params_deg3_noise_level_low.csv,29.858873172082305,-18.025011351303924,22.58002005073836,-19.26547190257189,,,
636,low,3,"[-2.807045838038748, 7.972423878215153, -6.335939479215486, -11.980653936438198]",2,"[-3.5349266084173245, 14.690387185857428, -22.97237134209174]",0.8,0.2,polynomial_params_deg3_noise_level_low.csv,-2.807045838038748,7.972423878215153,-6.335939479215486,-11.980653936438198,,,
637,low,3,"[3.295705776453232, 2.937496272654923, 5.364090439090087, 4.124646423886413]",3,"[1.5323008260139874, 15.730813526241716, -22.74340846798331, 21.80862897175411]",0.6666666666666666,0.3333333333333333,polynomial_params_deg3_noise_level_low.csv,3.295705776453232,2.937496272654923,5.364090439090087,4.124646423886413,,,
638,low,3,"[-11.500464308167931, -21.66145073079711, -10.901439872498274, 20.391961491859817]",3,"[-12.867485837258586, -11.54452679033963, -30.34221770856432, 30.579857918198616]",0.4285714285714285,0.5714285714285714,polynomial_params_deg3_noise_level_low.csv,-11.500464308167931,-21.66145073079711,-10.901439872498274,20.391961491859817,,,
639,low,3,"[18.2167788914838, 13.761775948076346, -11.26276694941994, -13.333356744508016]",2,"[17.17092569543202, 23.431426624424454, -32.55319046329076]",0.5714285714285714,0.4285714285714285,polynomial_params_deg3_noise_level_low.csv,18.2167788914838,13.761775948076346,-11.26276694941994,-13.333356744508016,,,
640,low,3,"[-19.406229870746905, -14.406750474677114, -15.540671407599389, 18.555125970410952]",2,"[-18.823598880905113, -21.98095243208694, 7.77530420601159]",1.0,0.0,polynomial_params_deg3_noise_level_low.csv,-19.406229870746905,-14.406750474677114,-15.540671407599389,18.555125970410952,,,
641,low,3,"[21.986282695163045, -13.079434324332055, 15.412050582344726, -16.946983370879295]",2,"[21.4550450936172, -5.41450263962222, -7.095636984154377]",0.2,0.8,polynomial_params_deg3_noise_level_low.csv,21.986282695163045,-13.079434324332055,15.412050582344726,-16.946983370879295,,,
642,low,3,"[13.42173042251288, -12.945326337137695, 14.694129158406826, -19.54104835965981]",3,"[13.415082511589137, -12.664152653134336, 13.080359031239682, -17.56883347108986]",0.5,0.5,polynomial_params_deg3_noise_level_low.csv,13.42173042251288,-12.945326337137695,14.694129158406826,-19.54104835965981,,,
643,low,3,"[-2.766088613349231, -2.86632535488284, -2.98001975223573, -4.817995872897511]",2,"[-3.0216870006504966, -0.09735966384083562, -9.703370108049302]",0.2,0.8,polynomial_params_deg3_noise_level_low.csv,-2.766088613349231,-2.86632535488284,-2.98001975223573,-4.817995872897511,,,
644,low,3,"[28.47514147592023, 36.615984270627536, -37.07960017222631, -17.01507333360988]",3,"[27.75696353557301, 37.018212056182605, -28.673612357400962, -25.937767917112268]",0.3333333333333333,0.6666666666666666,polynomial_params_deg3_noise_level_low.csv,28.47514147592023,36.615984270627536,-37.07960017222631,-17.01507333360988,,,
645,low,3,"[-10.221509885781028, -4.127827936963364, 5.301586283670555, -15.485601527266256]",2,"[-11.346577493294177, 7.009062767633139, -19.802925438711945]",0.0,1.0,polynomial_params_deg3_noise_level_low.csv,-10.221509885781028,-4.127827936963364,5.301586283670555,-15.485601527266256,,,
646,low,3,"[-25.86559090521335, 6.048638378734702, 19.38888478536825, -13.907876860771092]",3,"[-26.02852672622504, 2.630157251935013, 30.06970614733605, -21.879498825130888]",0.3333333333333333,0.6666666666666666,polynomial_params_deg3_noise_level_low.csv,-25.86559090521335,6.048638378734702,19.38888478536825,-13.907876860771092,,,
647,low,3,"[-7.083721261558116, 4.087219679705535, 7.039020341307293, 6.101929408486478]",2,"[-7.084703546959652, 0.44647386324779387, 16.08531469799527]",0.4285714285714285,0.5714285714285714,polynomial_params_deg3_noise_level_low.csv,-7.083721261558116,4.087219679705535,7.039020341307293,6.101929408486478,,,
648,low,3,"[-26.007719529030474, 28.143844725006357, -42.64919293036635, 29.09571706557169]",3,"[-26.79268704610433, 32.834028047199624, -53.38107058459023, 36.2531571776338]",0.0,1.0,polynomial_params_deg3_noise_level_low.csv,-26.007719529030474,28.143844725006357,-42.64919293036635,29.09571706557169,,,
649,low,3,"[8.60567621147747, 14.146063528458198, -8.39067720441081, 7.223152472710917]",1,"[9.095458046934366, 11.681393309122726]",0.0,1.0,polynomial_params_deg3_noise_level_low.csv,8.60567621147747,14.146063528458198,-8.39067720441081,7.223152472710917,,,
650,low,3,"[13.464998492096596, 6.722302754695031, -4.794003899156546, 15.283337982092844]",3,"[12.731248570752276, 15.642493405688665, -21.74188833887984, 23.17810131123587]",0.5714285714285714,0.4285714285714285,polynomial_params_deg3_noise_level_low.csv,13.464998492096596,6.722302754695031,-4.794003899156546,15.283337982092844,,,
