dataset_id,generation_type,seed,selected_degree,c1,c2,coefficients,n_samples
136,stochastic,20136,1,0.2,0.8,"[0.8829835497451164, 0.40610732415869305]",30
137,stochastic,20137,1,0.0,1.0,"[0.9154317068903596, -0.02813349347223772]",30
138,stochastic,20138,1,0.2,0.8,"[1.341861835961856, -0.04565800113231516]",30
139,stochastic,20139,1,0.5714285714285714,0.4285714285714285,"[1.1425296574203545, 0.3865602327079587]",30
140,stochastic,20140,1,0.0,1.0,"[2.0342732082771797, 0.030822367276430767]",30
141,stochastic,20141,1,0.6666666666666666,0.3333333333333333,"[1.0442837311202802, 0.14646972965888166]",30
142,stochastic,20142,1,0.4285714285714285,0.5714285714285714,"[1.06204841353857, 0.022392471759391023]",30
143,stochastic,20143,1,0.5,0.5,"[1.4193979319363819, -0.12001443268357581]",30
144,stochastic,20144,1,0.3333333333333333,0.6666666666666666,"[1.5291029662470408, -0.5798545538187605]",30
145,stochastic,20145,1,0.0,1.0,"[0.5588409949426516, 0.8327948681217509]",30
146,stochastic,20146,2,0.5714285714285714,0.4285714285714285,"[0.6164857398332603, 0.08463393612316217, 0.12217493193818005]",30
147,stochastic,20147,1,0.2,0.8,"[0.7965802482159964, 0.5112523483438174]",30
148,stochastic,20148,2,0.0,1.0,"[1.2577398061823004, -0.8476978805015458, 0.1609197142762585]",30
149,stochastic,20149,1,0.4285714285714285,0.5714285714285714,"[1.3608216897965308, 0.032074001402465815]",30
150,deterministic,1150,1,0.8,0.2,"[1.2020917789804733, -0.12873507561810738]",30
151,deterministic,1151,1,0.2,0.8,"[1.2161948938221596, 0.23582380756230223]",30
152,deterministic,1152,1,0.5,0.5,"[0.7536877701742422, 0.30762291491890986]",30
153,deterministic,1153,1,0.8,0.2,"[1.0196505888193623, 0.17017153497739504]",30
154,deterministic,1154,1,0.5714285714285714,0.4285714285714285,"[0.9129073803175234, 0.11457789777295398]",30
155,deterministic,1155,1,0.0,1.0,"[1.4364910903990347, 0.31309241340106275]",30
156,deterministic,1156,1,0.6666666666666666,0.3333333333333333,"[0.8771624314806222, 0.2687276883272468]",30
157,deterministic,1157,1,0.4285714285714285,0.5714285714285714,"[1.1549712429831147, 0.21105582232336526]",30
158,deterministic,1158,2,0.4285714285714285,0.5714285714285714,"[0.8515505375593772, -0.5421002009380796, 0.32128805279584477]",30
159,deterministic,1159,1,0.3333333333333333,0.6666666666666666,"[1.671642920970186, -0.2272327103128782]",30
160,deterministic,1160,1,0.0,1.0,"[1.5329996220655013, -0.08211530421513105]",30
161,deterministic,1161,1,0.8,0.2,"[1.426331576279811, -0.25459802498167483]",30
162,deterministic,1162,2,0.3333333333333333,0.6666666666666666,"[1.4717069645233172, -0.7815964001965345, 0.3579978172348117]",30
163,deterministic,1163,1,0.2,0.8,"[1.9016163761121636, -0.36706307423946194]",30
164,deterministic,1164,1,0.4285714285714285,0.5714285714285714,"[1.7994120830532319, 0.11203738731804276]",30
165,deterministic,1165,1,0.3333333333333333,0.6666666666666666,"[1.4352963806286578, -0.05136055829162505]",30
166,deterministic,1166,1,0.4285714285714285,0.5714285714285714,"[0.8693378056673681, 0.22115328911996554]",30
167,deterministic,1167,1,0.6666666666666666,0.3333333333333333,"[0.8463773980299432, 0.20265528063454202]",30
168,deterministic,1168,1,0.4285714285714285,0.5714285714285714,"[1.030577520033876, 0.23848443161010363]",30
169,deterministic,1169,1,0.4285714285714285,0.5714285714285714,"[0.5827105073677333, 0.8067474020687722]",30
170,deterministic,1170,1,0.5714285714285714,0.4285714285714285,"[-0.3047354111804219, 0.8364510664403387]",30
171,deterministic,1171,3,0.4285714285714285,0.5714285714285714,"[2.1057481483503993, -1.0075602749046935, -0.6087612983091443, 0.3779003896368885]",30
172,deterministic,1172,2,0.5714285714285714,0.4285714285714285,"[1.2097425719899675, -0.3034056805107167, 0.10412561358588647]",30
173,deterministic,1173,1,0.0,1.0,"[1.1483923219763015, -0.00604284087377929]",30
174,deterministic,1174,1,0.3333333333333333,0.6666666666666666,"[1.7510570377439718, 0.01129963416088847]",30
175,deterministic,1175,1,0.0,1.0,"[1.2828796291367235, 0.0004016398731451307]",30
176,deterministic,1176,2,0.0,1.0,"[1.1048260059153185, -0.5414925429015396, 0.22674449076140715]",30
177,deterministic,1177,1,0.0,1.0,"[0.7730515941213816, 0.4612426457961621]",30
178,deterministic,1178,1,0.4285714285714285,0.5714285714285714,"[1.2115917604676243, -0.06954285448790778]",30
179,deterministic,1179,1,0.2,0.8,"[1.6987300799116654, -0.4138726567041054]",30
180,deterministic,1180,1,1.0,0.0,"[0.9010429454119818, -0.051124119287382086]",30
181,deterministic,1181,1,0.4285714285714285,0.5714285714285714,"[0.5465354838978552, 0.24193899234731966]",30
182,deterministic,1182,1,0.8,0.2,"[1.3396420814982846, 0.13210955960709067]",30
183,deterministic,1183,1,0.8,0.2,"[1.0620998050797528, 0.35543715890723004]",30
184,deterministic,1184,1,0.5714285714285714,0.4285714285714285,"[0.9784211275283675, 0.2523012523774028]",30
185,deterministic,1185,2,0.4285714285714285,0.5714285714285714,"[1.0798252863041033, -0.11334213085379276, 0.0928943554110736]",30
186,deterministic,1186,1,0.4285714285714285,0.5714285714285714,"[1.2618031467689996, -0.3672297035258986]",30
187,deterministic,1187,1,0.0,1.0,"[0.41375690518934055, 0.9336595494450729]",30
188,deterministic,1188,2,0.2,0.8,"[0.8304454662709378, 0.11885049198654318, 0.07068028008574104]",30
189,deterministic,1189,1,0.0,1.0,"[1.4043119698623685, 0.03290801393280498]",30
190,deterministic,1190,1,0.0,1.0,"[1.2727369179339254, 0.06708445343298397]",30
191,deterministic,1191,1,0.8,0.2,"[1.4977769492755086, -0.13134918886682986]",30
192,deterministic,1192,1,0.5714285714285714,0.4285714285714285,"[1.504615505191736, 0.03924529045629125]",30
193,deterministic,1193,1,0.4285714285714285,0.5714285714285714,"[1.0731202652940652, -0.08274356529043071]",30
194,deterministic,1194,1,0.0,1.0,"[1.0761805393997197, -0.34245503208571854]",30
195,deterministic,1195,1,0.8,0.2,"[0.50666585367188, 0.6374823352411471]",30
196,deterministic,1196,2,0.3333333333333333,0.6666666666666666,"[1.8397273534529501, -0.8333823964601633, 0.3143542662966408]",30
197,deterministic,1197,1,0.0,1.0,"[1.4810776179497962, 0.1858270469752621]",30
198,deterministic,1198,1,0.6666666666666666,0.3333333333333333,"[1.04112770378435, 0.31941974163900844]",30
199,deterministic,1199,1,0.8,0.2,"[1.0265909810433402, 0.5204091002272726]",30
200,deterministic,1200,1,0.5,0.5,"[0.665448794167819, 0.45164270855105554]",30
201,deterministic,1201,1,0.4285714285714285,0.5714285714285714,"[0.7352291334551129, 0.5193411510537044]",30
202,deterministic,1202,1,0.4285714285714285,0.5714285714285714,"[1.2186721145085584, 0.18262816694127962]",30
203,deterministic,1203,1,0.4285714285714285,0.5714285714285714,"[0.9890742494244135, 0.1160884117063046]",30
204,deterministic,1204,1,0.5714285714285714,0.4285714285714285,"[1.1352590587271238, 0.19022742162270298]",30
205,deterministic,1205,1,0.2,0.8,"[1.0266865576903483, 0.19998248907197907]",30
206,deterministic,1206,1,0.2,0.8,"[0.9181533757035198, 0.48484554631778676]",30
207,deterministic,1207,2,0.3333333333333333,0.6666666666666666,"[0.7830287077947619, -0.27996463422779494, 0.2617707325557095]",30
208,deterministic,1208,1,0.8,0.2,"[0.33968729124097924, 0.5468593301739052]",30
209,deterministic,1209,1,0.4285714285714285,0.5714285714285714,"[0.864341706517643, 0.22230609064825196]",30
210,deterministic,1210,1,0.3333333333333333,0.6666666666666666,"[1.1453907520526945, -0.12105185422391106]",30
211,deterministic,1211,1,0.6666666666666666,0.3333333333333333,"[1.271027644031829, 0.09992084989146405]",30
212,deterministic,1212,1,0.4285714285714285,0.5714285714285714,"[1.5500169207487755, -0.22434933315552827]",30
213,deterministic,1213,1,0.0,1.0,"[0.9068754323408994, 0.4100798376480435]",30
214,deterministic,1214,1,0.8,0.2,"[1.1518984331759243, 0.2029583897131711]",30
215,deterministic,1215,1,0.0,1.0,"[0.9766728631957765, 0.14435864750099214]",30
216,deterministic,1216,1,1.0,0.0,"[1.3248311094934853, -0.2705530291867282]",30
217,deterministic,1217,1,0.0,1.0,"[0.4375642465862385, 0.5842265392911723]",30
218,deterministic,1218,1,0.8,0.2,"[1.0512634494994082, 0.1692320017112929]",30
219,deterministic,1219,1,1.0,0.0,"[1.2908594008232113, -0.05294822113901423]",30
220,deterministic,1220,1,0.5714285714285714,0.4285714285714285,"[1.4413353449925996, 0.05868709674825246]",30
221,deterministic,1221,2,0.6666666666666666,0.3333333333333333,"[1.0398731926267257, -0.5840044321489399, 0.4206563550705028]",30
222,deterministic,1222,1,0.8,0.2,"[1.3081603689629244, -0.09140796008814628]",30
223,deterministic,1223,1,0.5714285714285714,0.4285714285714285,"[0.9928634857569656, 0.217265987226809]",30
224,deterministic,1224,1,0.6666666666666666,0.3333333333333333,"[1.1467338395918008, 0.2531805634418441]",30
225,deterministic,1225,1,0.5,0.5,"[0.7317691681508628, 0.11532076736384424]",30
226,deterministic,1226,1,0.4285714285714285,0.5714285714285714,"[1.5037828167429712, 0.06798409759711896]",30
227,deterministic,1227,1,0.4285714285714285,0.5714285714285714,"[1.1400811473439885, 0.3464158795463529]",30
228,deterministic,1228,1,0.0,1.0,"[0.4430890482518769, 0.6261700297550803]",30
229,deterministic,1229,2,0.5714285714285714,0.4285714285714285,"[1.1320387821460918, 0.23972957774315393, -0.19040833717729785]",30
230,deterministic,1230,2,0.0,1.0,"[0.731024214856538, -0.20961615299915123, 0.17493216396615985]",30
231,deterministic,1231,1,0.6666666666666666,0.3333333333333333,"[1.1394673604946608, 0.2904298698729069]",30
232,deterministic,1232,2,0.4285714285714285,0.5714285714285714,"[1.5605646687620796, -0.7116783157955521, 0.16152237235638564]",30
233,deterministic,1233,2,0.2,0.8,"[1.5317244555023461, -1.2323512532170535, 0.6079993139652077]",30
234,deterministic,1234,1,0.0,1.0,"[0.5762735268641331, 0.32577194828280054]",30
235,deterministic,1235,1,0.6666666666666666,0.3333333333333333,"[1.4614768192412912, 0.0754632779737923]",30
236,deterministic,1236,1,0.6666666666666666,0.3333333333333333,"[0.6832710083835268, 0.39753836839815804]",30
237,deterministic,1237,1,0.4285714285714285,0.5714285714285714,"[0.34575867591124265, 0.3336824971791388]",30
238,deterministic,1238,1,0.8,0.2,"[0.8409207036543467, 0.43809113324515614]",30
239,deterministic,1239,1,0.5,0.5,"[1.2878111206093759, 0.15001044661609034]",30
240,deterministic,1240,1,0.4285714285714285,0.5714285714285714,"[1.0706238759325308, 0.2516329361802868]",30
241,deterministic,1241,1,0.3333333333333333,0.6666666666666666,"[1.4397384556970059, -0.33107625021662235]",30
242,deterministic,1242,1,0.5,0.5,"[0.7879142679710992, 0.7146378797865496]",30
243,deterministic,1243,1,0.3333333333333333,0.6666666666666666,"[1.0966292236767405, 0.12390264603874561]",30
244,deterministic,1244,1,0.3333333333333333,0.6666666666666666,"[0.998283650284018, 0.19849561221696324]",30
245,deterministic,1245,1,0.5,0.5,"[1.2319923354758038, 0.1951481168428743]",30
246,deterministic,1246,1,0.8,0.2,"[1.3790870231200625, -0.027485541654093226]",30
247,deterministic,1247,1,1.0,0.0,"[1.4363647266578117, -0.01720852122295813]",30
248,deterministic,1248,1,1.0,0.0,"[1.1547720219607656, -0.008812493042551646]",30
249,deterministic,1249,1,0.6666666666666666,0.3333333333333333,"[0.13244485043249363, 0.5497598231175043]",30
250,deterministic,1250,1,1.0,0.0,"[1.1820985370591923, 0.3477064321150175]",30
251,deterministic,1251,1,0.0,1.0,"[1.584548508811, 0.11940667440196008]",30
252,deterministic,1252,1,1.0,0.0,"[0.5606958505027879, 0.4582730741225946]",30
253,deterministic,1253,1,0.5,0.5,"[1.2458189385633935, 0.16821457421401823]",30
254,deterministic,1254,1,0.5714285714285714,0.4285714285714285,"[1.2432807023904193, -0.046965627271955336]",30
255,deterministic,1255,1,0.4285714285714285,0.5714285714285714,"[0.6482214353024711, 0.6370101153514078]",30
256,deterministic,1256,1,0.0,1.0,"[1.7793223786893464, -0.25662202280011914]",30
257,deterministic,1257,1,0.6666666666666666,0.3333333333333333,"[0.8277368037498264, 0.38489351744173805]",30
258,deterministic,1258,1,0.5714285714285714,0.4285714285714285,"[0.8645555428230928, -0.20971047796074627]",30
259,deterministic,1259,1,0.2,0.8,"[1.1408769402429102, 0.2738697384214482]",30
260,deterministic,1260,2,0.6666666666666666,0.3333333333333333,"[1.3218006249242489, -0.20792950370990382, 0.1844691851057351]",30
261,deterministic,1261,1,0.6666666666666666,0.3333333333333333,"[0.978841065771798, 0.3165332089685376]",30
262,deterministic,1262,1,0.5714285714285714,0.4285714285714285,"[1.1200543517951826, 0.5281953241449086]",30
263,deterministic,1263,1,0.3333333333333333,0.6666666666666666,"[0.8678900620982756, 0.3272779670921747]",30
264,deterministic,1264,1,0.8,0.2,"[0.7036898426646514, 0.6296997175429003]",30
265,deterministic,1265,1,1.0,0.0,"[1.0631168557907877, 0.20453578372244458]",30
266,deterministic,1266,1,0.2,0.8,"[2.3507896612096153, -0.2760758487135566]",30
267,deterministic,1267,2,0.0,1.0,"[1.5582460167563308, -0.7702106988901041, 0.3090574868724951]",30
268,deterministic,1268,2,0.0,1.0,"[1.5526148809476839, -0.9319457030442516, 0.21386068072066505]",30
269,deterministic,1269,1,0.3333333333333333,0.6666666666666666,"[1.660906605260532, -0.33422912447071]",30
270,deterministic,1270,1,0.4285714285714285,0.5714285714285714,"[1.4398850960285172, 0.13557846202816617]",30
271,deterministic,1271,1,0.5,0.5,"[0.9071014741637401, 0.236262002038288]",30
272,deterministic,1272,1,0.2,0.8,"[1.3139073859941517, 0.13207784979294987]",30
273,deterministic,1273,2,0.2,0.8,"[1.3479690743876298, -0.4873448879306939, 0.1304194200132852]",30
274,deterministic,1274,1,0.3333333333333333,0.6666666666666666,"[0.4368450812604432, 0.3567612744480067]",30
275,deterministic,1275,1,0.2,0.8,"[1.180713627831423, 0.07853731167645538]",30
276,deterministic,1276,1,0.4285714285714285,0.5714285714285714,"[1.4621761534920807, -0.04097135351592879]",30
277,deterministic,1277,1,0.2,0.8,"[-0.07533424476125287, 0.8550247131326644]",30
278,deterministic,1278,2,0.8,0.2,"[2.1370434570590255, -0.9965429945227718, 0.2966101924242374]",30
279,deterministic,1279,1,0.5714285714285714,0.4285714285714285,"[0.9395629173522975, 0.3592877869373449]",30
280,deterministic,1280,1,0.0,1.0,"[1.6635228065760352, -0.4261007588483574]",30
281,deterministic,1281,1,0.0,1.0,"[0.49637483500306945, 0.45690558513052115]",30
282,deterministic,1282,1,0.3333333333333333,0.6666666666666666,"[0.9089438837890201, 0.4780302839311459]",30
283,deterministic,1283,1,0.6666666666666666,0.3333333333333333,"[1.6228754290870562, -0.24488634446742866]",30
284,deterministic,1284,1,0.4285714285714285,0.5714285714285714,"[0.9750068727324247, 0.22748114063865288]",30
285,deterministic,1285,1,1.0,0.0,"[1.3679114582614247, -0.3464614403095743]",30
286,deterministic,1286,1,0.5,0.5,"[0.7574748161122806, 0.5219055108215611]",30
287,deterministic,1287,1,0.8,0.2,"[1.3181893279886137, -0.029611110566949445]",30
288,deterministic,1288,1,0.8,0.2,"[0.6793900700004755, 0.47008716149104346]",30
289,deterministic,1289,1,0.5714285714285714,0.4285714285714285,"[0.8635364101325336, 0.33690605102492643]",30
290,deterministic,1290,1,0.0,1.0,"[0.6962681025950241, 0.5036633684471474]",30
291,deterministic,1291,1,0.5,0.5,"[1.5201643784287346, 0.0051696998669859395]",30
292,deterministic,1292,1,0.4285714285714285,0.5714285714285714,"[1.511311246262769, 0.027086127616075092]",30
293,deterministic,1293,1,0.8,0.2,"[0.7297458550172241, 0.07155009226352235]",30
294,deterministic,1294,1,1.0,0.0,"[0.883705913731704, 0.057550767402856556]",30
295,deterministic,1295,1,0.2,0.8,"[0.5735043538266122, 0.429873649832565]",30
296,deterministic,1296,1,0.4285714285714285,0.5714285714285714,"[1.1134818409473444, 0.012728561616545828]",30
297,deterministic,1297,1,0.8,0.2,"[0.854626282953398, 0.5475868238971179]",30
298,deterministic,1298,1,0.8,0.2,"[0.7752735544525073, 0.3620010602502095]",30
299,deterministic,1299,1,0.5,0.5,"[2.071471201019913, -0.5103592679765299]",30
150,stochastic,20150,1,0.5,0.5,"[0.6686363229911148, 0.4020003285958245]",30
151,stochastic,20151,2,0.6666666666666666,0.3333333333333333,"[1.2653782604164572, -0.7199204700503852, 0.21616996504482916]",30
152,stochastic,20152,1,0.8,0.2,"[1.7869557874502957, 0.2586693626962015]",30
153,stochastic,20153,1,0.6666666666666666,0.3333333333333333,"[1.008606044774147, 0.26420015904401056]",30
154,stochastic,20154,1,0.6666666666666666,0.3333333333333333,"[1.2257315568054736, -0.10443176159517417]",30
155,stochastic,20155,1,0.5,0.5,"[1.093714813152108, 0.18479733645124113]",30
156,stochastic,20156,1,0.8,0.2,"[0.6697263391260546, 0.31346697914246757]",30
157,stochastic,20157,1,0.8,0.2,"[0.27786446616541033, 0.25749523760969717]",30
158,stochastic,20158,1,0.3333333333333333,0.6666666666666666,"[1.343396209710148, -0.0069896346002378896]",30
159,stochastic,20159,1,0.3333333333333333,0.6666666666666666,"[1.3205396676613503, -0.24093136840149068]",30
160,stochastic,20160,1,0.6666666666666666,0.3333333333333333,"[1.2963749196294305, -0.08805911970524895]",30
161,stochastic,20161,1,0.8,0.2,"[1.8146217973388699, -0.06694469536754477]",30
162,stochastic,20162,2,0.6666666666666666,0.3333333333333333,"[0.8538447753175449, -0.7893388369825834, 0.35847083142369]",30
163,stochastic,20163,1,0.0,1.0,"[1.3411720844998956, -0.09883738112802128]",30
164,stochastic,20164,1,0.5714285714285714,0.4285714285714285,"[1.4531441142815336, -0.04360186337022907]",30
165,stochastic,20165,2,0.5714285714285714,0.4285714285714285,"[1.4590417893388052, -0.29585275011220125, 0.14194279265275797]",30
166,stochastic,20166,2,0.4285714285714285,0.5714285714285714,"[1.8022125415846544, -1.0223366373160716, 0.1566697025963401]",30
167,stochastic,20167,1,0.5714285714285714,0.4285714285714285,"[0.39362845753428005, 0.5695040787646902]",30
168,stochastic,20168,1,1.0,0.0,"[0.7443248027794419, 0.030682034490355066]",30
169,stochastic,20169,1,0.3333333333333333,0.6666666666666666,"[0.6874659407667177, 0.35652361326231063]",30
170,stochastic,20170,1,0.6666666666666666,0.3333333333333333,"[0.9571084166387124, 0.07733234177178616]",30
171,stochastic,20171,1,0.5714285714285714,0.4285714285714285,"[1.8916847151184024, -0.32793947343676993]",30
172,stochastic,20172,1,0.5,0.5,"[0.7266259270352826, 0.4715676712430154]",30
173,stochastic,20173,1,0.8,0.2,"[1.3509403017771013, 0.01874015498291727]",30
174,stochastic,20174,1,0.3333333333333333,0.6666666666666666,"[0.3528509602283237, 0.511915315143235]",30
175,stochastic,20175,1,0.8,0.2,"[1.0111292074480005, 0.3712636392782712]",30
176,stochastic,20176,1,0.8,0.2,"[0.4579230331427065, 0.45199078360092815]",30
177,stochastic,20177,2,0.5,0.5,"[1.1236775216137214, 0.15598481528806785, -0.20353410955814905]",30
178,stochastic,20178,1,0.5714285714285714,0.4285714285714285,"[2.053130726263837, -0.01637379059075622]",30
179,stochastic,20179,2,0.5,0.5,"[0.9163658241546787, -0.24035164703864995, 0.1566994183978839]",30
180,stochastic,20180,1,0.5714285714285714,0.4285714285714285,"[1.1607938101814614, 0.4001559134416339]",30
181,stochastic,20181,1,0.2,0.8,"[0.9381799252069821, 0.19921276970909307]",30
182,stochastic,20182,1,0.8,0.2,"[1.418017679217889, -0.09584580264322486]",30
183,stochastic,20183,1,0.0,1.0,"[1.7122278111112976, -0.021249939948540197]",30
184,stochastic,20184,1,0.8,0.2,"[1.307458011674486, 0.09466030689008417]",30
185,stochastic,20185,1,0.3333333333333333,0.6666666666666666,"[1.118270898779799, -0.09993889556017216]",30
186,stochastic,20186,1,1.0,0.0,"[0.7104942668193044, 0.010060234087911474]",30
187,stochastic,20187,1,0.6666666666666666,0.3333333333333333,"[0.9362399233172571, 0.42391851722667273]",30
188,stochastic,20188,1,0.5,0.5,"[1.392670946528542, -0.2001714419773257]",30
189,stochastic,20189,1,0.5,0.5,"[1.1507560490810662, 0.2161968995652463]",30
190,stochastic,20190,1,0.0,1.0,"[1.4956332659642066, -0.6546561122937095]",30
191,stochastic,20191,1,0.8,0.2,"[1.265268484033964, 0.1969063653271254]",30
192,stochastic,20192,1,0.8,0.2,"[0.7572916360855894, 0.23304235055502115]",30
193,stochastic,20193,1,0.0,1.0,"[0.862088824047832, 0.671926872014114]",30
194,stochastic,20194,1,0.3333333333333333,0.6666666666666666,"[1.3573349304707374, 0.13521884004929063]",30
195,stochastic,20195,1,0.5,0.5,"[2.3362507409488162, -0.32893617067332237]",30
196,stochastic,20196,1,0.5714285714285714,0.4285714285714285,"[1.4188375030698088, 0.011774053247261941]",30
197,stochastic,20197,1,1.0,0.0,"[1.3985006091698746, -0.1851067657911767]",30
198,stochastic,20198,1,0.8,0.2,"[1.8260903969778333, -0.3349644937330701]",30
199,stochastic,20199,1,0.6666666666666666,0.3333333333333333,"[1.8519235692433051, 0.022302551203948418]",30
200,stochastic,20200,1,0.3333333333333333,0.6666666666666666,"[0.6245697718850415, 0.6533624867845051]",30
201,stochastic,20201,1,1.0,0.0,"[1.0718584296926128, 0.14065624371631588]",30
202,stochastic,20202,1,0.0,1.0,"[1.106156873693609, 0.22670968684720608]",30
203,stochastic,20203,1,0.5714285714285714,0.4285714285714285,"[0.8303252750994861, 0.13872156309548225]",30
204,stochastic,20204,1,0.5,0.5,"[1.0530373973915392, 0.3352415183247757]",30
205,stochastic,20205,1,0.2,0.8,"[1.8557374320032347, -0.4200846433505586]",30
206,stochastic,20206,1,0.8,0.2,"[0.8468547912370991, -0.04345382700705579]",30
207,stochastic,20207,1,0.0,1.0,"[1.467625424306519, -0.158201725510523]",30
208,stochastic,20208,2,0.2,0.8,"[0.8610943797663755, -0.3976465151681038, 0.5964688490945556]",30
209,stochastic,20209,1,0.5714285714285714,0.4285714285714285,"[1.0730636195800083, 0.030140239789522332]",30
210,stochastic,20210,1,0.5,0.5,"[1.832150266978617, -0.05976367389816899]",30
211,stochastic,20211,1,0.3333333333333333,0.6666666666666666,"[1.9659165787616681, -0.30915372092680654]",30
212,stochastic,20212,1,0.8,0.2,"[1.294246533117491, -0.11684672429953695]",30
213,stochastic,20213,1,0.8,0.2,"[0.7174559041277266, -0.040202341801358156]",30
214,stochastic,20214,2,0.2,0.8,"[1.4042022519163777, -0.4373115724418865, 0.22951581472465926]",30
215,stochastic,20215,1,1.0,0.0,"[1.040409707929762, 0.22722053322367747]",30
216,stochastic,20216,1,0.4285714285714285,0.5714285714285714,"[-0.10325847776803339, 0.91534998440912]",30
217,stochastic,20217,1,0.3333333333333333,0.6666666666666666,"[0.5628990799661528, 0.38528141095005414]",30
218,stochastic,20218,1,1.0,0.0,"[0.6563572544456681, 0.4606858955995066]",30
219,stochastic,20219,1,0.5,0.5,"[1.0095212222657581, 0.28301655346766214]",30
220,stochastic,20220,1,0.8,0.2,"[1.1436047360163737, 0.3624156996489701]",30
221,stochastic,20221,1,0.8,0.2,"[0.611680807431097, 0.2778220993324162]",30
222,stochastic,20222,2,0.6666666666666666,0.3333333333333333,"[1.4182217540026063, -1.5659316854386338, 0.6862186916120361]",30
223,stochastic,20223,1,0.5714285714285714,0.4285714285714285,"[1.12577783755404, 0.4443371992582138]",30
224,stochastic,20224,2,0.5,0.5,"[1.1411829862450338, -0.8832787285482558, 0.37990810984500883]",30
225,stochastic,20225,1,0.2,0.8,"[0.8502049312084483, 0.693511377409128]",30
226,stochastic,20226,1,0.5714285714285714,0.4285714285714285,"[1.9799851052062987, -0.18693943494337145]",30
227,stochastic,20227,1,0.6666666666666666,0.3333333333333333,"[1.038617104425956, 0.11116442318654036]",30
228,stochastic,20228,1,0.2,0.8,"[0.44170836830434823, 0.5194493015830204]",30
229,stochastic,20229,1,0.8,0.2,"[0.9089026515900045, 0.2825313428067648]",30
230,stochastic,20230,1,0.4285714285714285,0.5714285714285714,"[1.0837295876558557, 0.16556149720422858]",30
231,stochastic,20231,1,0.5,0.5,"[0.683373808791079, 0.3673978459790469]",30
232,stochastic,20232,1,0.3333333333333333,0.6666666666666666,"[1.225885840102485, 0.2205155195076893]",30
233,stochastic,20233,1,0.5,0.5,"[1.1517652190223109, -0.23624362604542662]",30
234,stochastic,20234,2,0.3333333333333333,0.6666666666666666,"[1.3176543282626183, -0.8686671788907367, 0.16107794509015014]",30
235,stochastic,20235,1,0.5714285714285714,0.4285714285714285,"[0.8884769161110139, 0.004196779966983173]",30
236,stochastic,20236,1,0.0,1.0,"[1.362662473284827, -0.06139914969018733]",30
237,stochastic,20237,1,0.5714285714285714,0.4285714285714285,"[1.2590965143805493, 0.020727203449446494]",30
238,stochastic,20238,1,0.2,0.8,"[1.8410056158611015, 0.07894227678477037]",30
239,stochastic,20239,1,0.2,0.8,"[0.5041197259797379, 0.10849156680776981]",30
240,stochastic,20240,1,0.0,1.0,"[1.1969146736337586, -0.24009389945680626]",30
241,stochastic,20241,1,0.0,1.0,"[1.3573258421560161, 0.14908678449888219]",30
242,stochastic,20242,1,0.5714285714285714,0.4285714285714285,"[1.0515746349444588, -0.010732327939425119]",30
243,stochastic,20243,1,1.0,0.0,"[0.4371015367820444, 0.13539246614277792]",30
244,stochastic,20244,1,0.8,0.2,"[1.4227745046345115, 0.1639028089405715]",30
245,stochastic,20245,1,0.4285714285714285,0.5714285714285714,"[1.8023224026006943, 0.5331437315275821]",30
246,stochastic,20246,1,0.5714285714285714,0.4285714285714285,"[0.34560323103214835, 0.6884880489703386]",30
247,stochastic,20247,1,1.0,0.0,"[-0.0032191309727188067, 0.47256941979709344]",30
248,stochastic,20248,2,0.4285714285714285,0.5714285714285714,"[1.254235664298502, -0.7855392121483027, 0.3403107327339006]",30
249,stochastic,20249,1,0.4285714285714285,0.5714285714285714,"[1.3257932253670768, 0.22056256516852868]",30
250,stochastic,20250,1,0.6666666666666666,0.3333333333333333,"[1.1999061191206597, 0.2247104140274446]",30
251,stochastic,20251,1,1.0,0.0,"[1.2314312096836877, -0.10984937616342957]",30
252,stochastic,20252,1,0.2,0.8,"[1.1870082005088045, 0.03313560044521839]",30
253,stochastic,20253,1,1.0,0.0,"[0.7898631081730828, 0.4717516339944169]",30
254,stochastic,20254,1,0.4285714285714285,0.5714285714285714,"[1.0978633843143435, 0.620176595120792]",30
255,stochastic,20255,2,0.5714285714285714,0.4285714285714285,"[1.6774356763166902, -0.7070612002343976, 0.280638446687078]",30
256,stochastic,20256,2,0.0,1.0,"[0.8867471073596215, -1.0638653728716025, 0.28461597149984863]",30
257,stochastic,20257,1,0.6666666666666666,0.3333333333333333,"[1.4755515632383691, 0.24752791700056265]",30
258,stochastic,20258,1,0.4285714285714285,0.5714285714285714,"[0.6817521233994526, 0.6262689761438403]",30
259,stochastic,20259,1,0.8,0.2,"[0.2599480531697018, 0.3896720239998613]",30
260,stochastic,20260,2,0.4285714285714285,0.5714285714285714,"[1.3972607037945521, -0.7272501747435997, 0.29826436890383334]",30
261,stochastic,20261,1,0.2,0.8,"[0.041759187002869194, 0.7867391610603892]",30
262,stochastic,20262,1,0.5714285714285714,0.4285714285714285,"[0.7300236399217293, 0.41737361950820473]",30
263,stochastic,20263,1,0.5714285714285714,0.4285714285714285,"[2.404814151617283, -0.2808508500272128]",30
264,stochastic,20264,1,0.4285714285714285,0.5714285714285714,"[0.8844449222424596, 0.0992983766324841]",30
265,stochastic,20265,2,0.5714285714285714,0.4285714285714285,"[1.542433028257483, -0.6037329483846796, 0.1274415890454483]",30
